Filename	StartTimeStamp	XIC_WideFrac	XIC_FWHM_Q1	XIC_FWHM_Q2	XIC_FWHM_Q3	XIC_Height_Q2	XIC_Height_Q3	XIC_Height_Q4	RT_Duration	RT_TIC_Q1	RT_TIC_Q2	RT_TIC_Q3	RT_TIC_Q4	RT_MS_Q1	RT_MS_Q2	RT_MS_Q3	RT_MS_Q4	RT_MSMS_Q1	RT_MSMS_Q2	RT_MSMS_Q3	RT_MSMS_Q4	MS1_TIC_Change_Q2	MS1_TIC_Change_Q3	MS1_TIC_Change_Q4	MS1_TIC_Q2	MS1_TIC_Q3	MS1_TIC_Q4	MS1_Count	MS1_Freq_Max	MS1_Density_Q1	MS1_Density_Q2	MS1_Density_Q3	MS2_Count	MS2_Freq_Max	MS2_Density_Q1	MS2_Density_Q2	MS2_Density_Q3	MS2_PrecZ_1	MS2_PrecZ_2	MS2_PrecZ_3	MS2_PrecZ_4	MS2_PrecZ_5	MS2_PrecZ_more	MS2_PrecZ_likely_1	MS2_PrecZ_likely_multi
QC_Shew_12_02_Col-2_Run-8_16Aug12_Eagle_12-06-13	2012-08-16	0.266996	29.0551	33.8659	42.3671	1.0563	1.55671	2.98974	3542.05	0.172397	0.0753755	0.0802277	0.672	0.235512	0.23641	0.264781	0.263297	0.235483	0.235835	0.26427	0.264412	1.24363	1.74699	1.76284	1.28235	2.07739	0.482878	933	0.302439	1314	1363	1496	9311	3.02916	152	398	740.5	0	0	0	0	0	0.00E+00	0.25196	0.74804
QC_Shew_12_02_Col-1_Run-1_17Aug12_Eagle_12-06-09	2012-08-17	0.264614	28.5386	33.3869	41.1145	0.49049	2.07879	4.43694	3540.86	0.538893	0.0393581	0.0597097	0.362039	0.247955	0.25847	0.231482	0.262094	0.263894	0.256547	0.225565	0.253994	1.0073	1.38878	3.37847	0.208856	2.39211	2.01856	932	0.311874	1522	1581	1606	8998	3.13314	4	203.5	725	0	0	0	0	0	0.00E+00	0.318071	0.681929
QC_Shew_12_02_Col-2_Run-2_17Aug12_Eagle_12-06-13	2012-08-17	0.288905	25.1486	29.4718	37.2729	1.78469	1.10188	2.83215	3542.15	0.272344	0.126945	0.124076	0.476635	0.247767	0.230495	0.250207	0.271532	0.247484	0.229978	0.249691	0.272846	1.22925	0.998279	2.06012	1.65317	0.458753	0.175123	969	0.300374	1435	1486	1542	9671	3.00711	402.5	674	852	0	0	0	0	0	0.00E+00	0.101747	0.898253
QC_Shew_12_02_Col-4_Run-4_17Aug12_Eagle_11-10-18	2012-08-17	0.231296	29.6617	34.8467	43.733	1.54014	0.568894	4.19101	3542.49	0.300885	0.0386334	0.174084	0.486398	0.272591	0.272676	0.286904	0.16783	0.249598	0.237978	0.25225	0.260174	1.57029	1.07293	5.08779	1.85752	0.739063	2.54834	1011	1.51382	1360	1413	1502.5	8915	3.08698	144	422	758	0	0	0	0	0	0.00E+00	0.291868	0.708132
QC_Shew_12_02_Col-1_Run-1_18Aug12_Eagle_12-06-09	2012-08-18	0.248356	29.2308	33.9272	41.8736	0.250572	0.394302	5.9356	3539.36	0.794326	0.0194528	0.018185	0.168036	0.446746	0.453935	0.0658155	0.0335036	0.240507	0.23942	0.240435	0.279638	2.74948	1.68285	6.42897	4.25682	0.438014	4.73807	1662	3.75243	55	1463.5	1610	8363	3.125	3	75	159	0	0	0	0	0.00E+00	0.00E+00	5.97E-01	0.402846
QC_Shew_12_02_Col-2_Run-2_18Aug12_Eagle_12-06-13	2012-08-18	0.271072	27.2562	32.494	40.3262	0.661483	0.794052	3.03284	3540.79	0.317931	0.109964	0.140351	0.431753	0.256835	0.235357	0.250884	0.256924	0.256748	0.235223	0.250716	0.257312	1.13976	0.83843	2.0877	0.629878	0.800828	0.364982	907	0.279559	1362	1443	1493.5	9064	2.81279	344	547	750	0	0	0	0	0.00E+00	0.00E+00	1.59E-01	0.84135
QC_Shew_12_02_Col-4_Run-4_18Aug12_Eagle_11-10-18	2012-08-18	0.238776	29.0671	34.3655	42.3513	0.927867	0.428718	2.61742	3539.36	0.327767	0.118425	0.176755	0.377052	0.42957	0.422914	0.120345	0.0271699	0.241921	0.238594	0.240697	0.278787	1.82886	2.2495	4.56766	3.88956	2.47858	2.92441	1507	4.16451	164	1114	1396.5	8397	2.6492	161	254	322	0	0	0	0	0.00E+00	0.00E+00	8.02E-01	0.197928
QC_Shew_12_02_Col-1_Run-5_18Aug12_Eagle_12-06-09	2012-08-18	0.237843	32.7043	38.826	49.9679	1.00539	0.47567	3.62293	3539.29	0.407551	0.143639	0.178721	0.270089	0.461764	0.45543	0.050441	0.0323652	0.239926	0.238695	0.234309	0.28707	3.06012	2.09601	3.34417	4.87923	1.88758	0.921181	1608	4.02704	30.75	1230	1388	8308	2.54193	155	422	705	0	0	0	0	0.00E+00	0.00E+00	2.43E-01	0.757222
QC_Shew_12_02_Col-3_Run-11_18Aug12_Eagle_12-01-12	2012-08-18	0.228543	32.2081	37.5929	47.1419	0.825202	0.452418	2.5332	3539.29	0.378575	0.205646	0.130103	0.285677	0.382911	0.39821	0.170439	0.048441	0.241551	0.245036	0.250281	0.263132	6.72183	1.47111	4.06559	8.35688	1.85034	2.45007	1368	2.60292	1	972	1288.25	8121	2.67508	62	197	267	0	0	0	0	0	0.00E+00	8.54E-01	0.145672
QC_Shew_12_02_Col-4_Run-12_18Aug12_Eagle_11-10-18	2012-08-18	0.220104	29.8467	34.8149	43.7668	0.520365	0.426734	2.80298	3539.31	0.299955	0.137546	0.191564	0.370936	0.35475	0.362446	0.244564	0.0382399	0.241801	0.242985	0.246717	0.268498	1.74866	1.11951	4.73285	3.8739	0.866578	2.33415	1251	3.14634	332.5	1311	1397	8496	2.53184	105	202	268	0	0	0	0	0	0.00E+00	7.82E-01	0.218338
QC_Shew_12_02_Col-2_Run-14_18Aug12_Eagle_12-06-13	2012-08-19	0.253177	34.1084	39.5508	48.9034	0.429802	0.768852	2.69962	3542.21	0.286514	0.350303	0.200724	0.16246	0.244969	0.250464	0.254268	0.250299	0.244974	0.250343	0.254263	0.250419	0.727587	0.712017	3.06706	0.0979693	0.1506	1.70469	882	0.259478	1403.25	1538.5	1582	8812	2.60459	71	156	192	0	0	0	0	0	0.00E+00	5.26E-01	0.473786
QC_Shew_12_02_Col-2_Run-2_20Aug12_Eagle_12-06-13	2012-08-20	0.284229	25.3494	30.0646	38.2206	1.58857	0.870319	3.01205	3541.33	0.270995	0.126597	0.126953	0.475454	0.246481	0.23274	0.252525	0.268254	0.246646	0.232527	0.252427	0.268399	1.13548	0.983802	2.19594	1.37697	0.536979	0.221047	953	0.297701	1446	1497	1536	9524	2.98004	340.75	641	828	0	0	0	0	0.00E+00	0.00E+00	1.04E-01	0.895527
QC_Shew_12_02_Col-3_Run-3_20Aug12_Eagle_12-01-12	2012-08-20	0.22172	32.433	38.677	47.6842	1.18689	1.30586	3.54595	3539.21	0.444294	0.0511491	0.237568	0.266989	0.256755	0.259688	0.270475	0.213082	0.248744	0.244224	0.251483	0.255549	1.28179	1.30379	3.29033	2.14629	0.361146	2.47577	952	0.532784	1304	1413	1511.5	8858	3.1057	11.25	281	543	0	0	0	0	0.00E+00	0.00E+00	0.518966	0.481034
QC_Shew_12_02_Run-2_22Aug12_Eagle_12-06-13	2012-08-22	0.239747	33.0177	38.9571	49.0789	0.415124	0.380166	6.44482	3539.47	0.429673	0.341354	0.0902287	0.138744	0.467297	0.465152	0.0344316	0.0331202	0.237798	0.238833	0.235917	0.287452	1.34795	2.5821	5.37434	0.686627	3.29867	2.82064	1642	3.76097	78	403.5	1479	8363	2.57405	211	292	371	0	0	0	0	0.00E+00	0	0.165132	0.834868
QC_Shew_12_02_Run-7_22Aug12_Eagle_12-06-09	2012-08-22	0.234571	33.0026	38.9592	49.0853	0.382584	0.569896	6.02962	3539.42	0.581198	0.257536	0.0433702	0.117896	0.479363	0.455255	0.0317597	0.0336222	0.23325	0.237129	0.236883	0.292738	1.19749	2.50229	5.64526	0.241634	3.04603	3.51579	1711	4.02533	71	87	1422	8377	2.59037	103	173	218	0	0	0	0	0.00E+00	0.00E+00	2.44E-01	0.756357
QC_Shew_12_02_Run-8_22Aug12_Eagle_12-06-13	2012-08-23	0.234342	32.877	38.6404	47.9697	0.391439	0.756903	6.12154	3539.41	0.551486	0.271777	0.054779	0.121959	0.469192	0.465351	0.0326933	0.0327639	0.232935	0.236315	0.238785	0.291965	1.26896	2.19514	5.28388	0.386714	2.61544	3.13357	1685	3.97282	69	95	1390	8398	2.5784	64	133	178	0	0	0	0	0.00E+00	0.00E+00	3.16E-01	0.683734
QC_Shew_12_02_Run-9_22Aug12_Eagle_12-06-09	2012-08-23	0.242039	34.2319	39.6243	48.9892	0.355431	0.586858	5.97083	3539.31	0.605352	0.231928	0.0468078	0.115912	0.460357	0.470864	0.0367248	0.0320536	0.233518	0.237544	0.239073	0.289865	1.37028	2.18455	5.08301	2.25619	0.85854	3.32531	1650	3.82101	72	1020	1418	8416	2.60587	87	150	192	0	0	0	0	0.00E+00	0.00E+00	0.287904	0.712096
QC_Shew_12_02_Run-10_22Aug12_Eagle_12-06-13	2012-08-23	0.230596	33.4853	39.3523	49.4885	0.392461	0.641127	4.32985	3539.46	0.496566	0.318707	0.0678581	0.116869	0.463044	0.470005	0.03568	0.0312703	0.231982	0.23609	0.239846	0.292081	1.33375	1.99307	5.50924	0.536338	2.38271	3.43186	1670	3.8251	71	98	1391	8413	2.60176	53	122	173	0	0	0	0	0.00E+00	0.00E+00	3.78E-01	0.621657
