Filename	StartTimeStamp	XIC_WideFrac	XIC_FWHM_Q1	XIC_FWHM_Q2	XIC_FWHM_Q3	XIC_Height_Q2	XIC_Height_Q3	XIC_Height_Q4	RT_Duration	RT_TIC_Q1	RT_TIC_Q2	RT_TIC_Q3	RT_TIC_Q4	RT_MS_Q1	RT_MS_Q2	RT_MS_Q3	RT_MS_Q4	RT_MSMS_Q1	RT_MSMS_Q2	RT_MSMS_Q3	RT_MSMS_Q4	MS1_TIC_Change_Q2	MS1_TIC_Change_Q3	MS1_TIC_Change_Q4	MS1_TIC_Q2	MS1_TIC_Q3	MS1_TIC_Q4	MS1_Count	MS1_Freq_Max	MS1_Density_Q1	MS1_Density_Q2	MS1_Density_Q3	MS2_Count	MS2_Freq_Max	MS2_Density_Q1	MS2_Density_Q2	MS2_Density_Q3	MS2_PrecZ_1	MS2_PrecZ_2	MS2_PrecZ_3	MS2_PrecZ_4	MS2_PrecZ_5	MS2_PrecZ_more	MS2_PrecZ_likely_1	MS2_PrecZ_likely_multi
QC_Shew_12_02_Run-08_26Jul12_Roc_12-04-09	2012-07-26	0.37277	20.9048	22.3333	24.8019	0.536136	0.856833	2.94458	3539.17	0.435844	0.0705607	0.0849299	0.408666	0.249937	0.249949	0.249957	0.250158	0.250964	0.249721	0.249731	0.249585	0.963381	0.676316	3.34256	NULL	0.673875	0.720305	2226	0.631202	3535.75	4294	5556.25	6669	1.8893	463	556	660	0.0811216	0.338132	0.254461	0.0712251	0.0124456	0.00374869	0.0278902	0.210976
QC_Shew_12_02_Run-09_26Jul12_Roc_12-03-29	2012-07-27	0.372267	19.0242	20.3879	22.7856	0.570699	0.807946	3.02663	3539.11	0.388593	0.0871777	0.0772806	0.446949	0.24985	0.249952	0.249965	0.250233	0.249946	0.249978	0.249991	0.250084	0.990039	0.6377	3.1032	NULL	0.615602	0.671486	2226	0.633899	3587	4458.5	5750.25	6678	1.91385	458	553	655	0.0781671	0.339173	0.263702	0.0744235	0.0142258	0.00389338	0.0272537	0.199161
QC_Shew_12_02_Run-10_26Jul12_Roc_12-03-30	2012-07-27	0.365189	21.5187	22.9223	25.1695	0.52597	0.879984	2.88003	3538.95	0.451549	0.0665169	0.0840424	0.397892	0.249892	0.249979	0.249975	0.250154	0.250295	0.249891	0.249819	0.249995	0.925217	0.690339	3.16406	NULL	0.564327	0.720864	2226	0.633592	3645.25	4423.5	5722.5	6676	1.88976	477	576	678	0.0696525	0.340773	0.254044	0.0687537	0.0118334	0.0031456	0.0226183	0.229179
QC_Shew_12_02_Run-11_26Jul12_Roc_12-04-08	2012-07-27	0.367326	20.4447	21.8396	24.2175	0.556681	0.804872	3.05501	3539.14	0.385857	0.0750415	0.0772977	0.461804	0.2498	0.249964	0.249979	0.250256	0.249894	0.249982	0.249989	0.250135	0.899549	0.66983	3.03472	NULL	0.614526	0.696159	2226	0.635733	3665	4568	5783.25	6678	1.91277	462	560	663	0.072926	0.339173	0.269392	0.0756214	0.0136268	0.00374364	0.0229111	0.202606
QC_Shew_12_02_Run-12_26Jul12_Roc_12-04-09	2012-07-27	0.369076	20.8542	22.2328	24.6391	0.586179	0.803309	2.93701	3539.44	0.430909	0.100203	0.0849247	0.383964	0.249933	0.249952	0.24996	0.250155	0.251225	0.249454	0.249705	0.249616	0.957687	0.701567	3.11526	NULL	0.595812	0.608201	2226	0.631053	3550.25	4346	5648	6668	1.89311	451	543	643	0.0761848	0.341782	0.25165	0.0704859	0.0110978	0.00329934	0.0281944	0.217307
QC_Shew_12_02_Run-13_26Jul12_Roc_12-03-29	2012-07-27	0.371968	18.9297	20.2834	22.5724	0.578979	0.890156	2.89923	3539.19	0.386786	0.0849268	0.0777397	0.450547	0.249846	0.249948	0.24996	0.250246	0.249944	0.24998	0.249977	0.250098	0.896231	0.742793	3.06699	NULL	0.646545	0.64832	2226	0.634004	3619.25	4533	5836.75	6678	1.89111	444	536	635	0.0765199	0.342618	0.265948	0.0739742	0.0128781	0.00299491	0.02351	0.201557
QC_Shew_12_02_Run-14_26Jul12_Roc_12-03-30	2012-07-27	0.361785	21.3085	22.8228	25.1014	0.641143	0.899803	2.73764	3539.03	0.449305	0.0737114	0.0817951	0.395189	0.249894	0.249972	0.249982	0.250152	0.249986	0.249987	0.250003	0.250024	0.933846	0.703583	3.10989	NULL	0.609081	0.712802	2226	0.633041	3648.25	4450	5778.75	6678	1.88928	464	558	658	0.0709793	0.339473	0.260407	0.0690326	0.0109314	0.0032944	0.0224618	0.22342
QC_Shew_12_02_Run-15_26Jul12_Roc_12-04-08	2012-07-27	0.37077	20.2479	21.5054	23.7677	0.563385	0.827981	3.01157	3539.23	0.380447	0.0750316	0.075496	0.469025	0.249799	0.249946	0.249956	0.250298	0.249904	0.24997	0.249981	0.250145	0.941795	0.621685	3.05518	NULL	0.633832	0.668138	2226	0.634802	3648.75	4552	5859.25	6678	1.89983	449.25	543	646	0.0690326	0.337826	0.269991	0.0757712	0.015274	0.00404313	0.0221623	0.2059
QC_Shew_12_02_1_25Jul12_Cougar_12-05-07	2012-07-27	0.307719	14.7655	16.3651	19.0057	0.88662	1.75004	3.39766	5941.51	0.365225	0.114249	0.111843	0.408682	0.262992	0.23522	0.235297	0.266491	0.300047	0.222774	0.222965	0.254215	1.56786	0.925446	1.6726	1.39936	0.749032	0.774052	3492	0.627594	5703.25	7157	10463	19846	3.78333	175	259	344	0.108536	0.303991	0.232541	0.0625819	0.010783	0.00241862	0.0394034	0.239746
QC_Shew_12_02_2p5_8_27Jul12_Sam_12-05-13	2012-07-28	0.306611	13.4045	15.284	18.7988	0.793529	0.99427	4.06882	5939.03	0.211316	0.407224	0.0963267	0.285134	0.257325	0.232116	0.236864	0.273695	0.262456	0.228917	0.233589	0.275038	1.36333	0.829344	2.93217	4.13204	0.49221	0.251678	2835	0.52366	2241	2802	3872	27967	5.27081	305	428	553	0.0743019	0.2784	0.20467	0.0500948	0.0094397	0.00275324	0.0608574	0.319484
QC_Shew_12_02_4_25Jul12_Cougar_12-02-39	2012-07-28	0.309186	15.6349	17.3678	19.9761	0.813879	1.7069	3.4514	5940.16	0.338182	0.119922	0.11752	0.424376	0.260492	0.236292	0.236452	0.266764	0.295848	0.224414	0.224683	0.255054	1.48874	0.855727	1.78492	1.30651	0.605239	0.782012	3508	0.626519	5555	7042.5	10927	19988	3.78327	219	316	407	0.102912	0.297478	0.237893	0.0654393	0.0124575	0.00255153	0.0335701	0.247699
QC_Shew_12_02_2p5_9_27Jul12_Sam_12-05-13	2012-07-28	0.309536	12.5974	14.3341	17.5251	0.953546	1.06829	4.00954	3349.42	0.324353	0.102854	0.159476	0.413317	0.275059	0.229107	0.228581	0.267253	0.286033	0.225199	0.224999	0.263768	1.39599	0.921825	3.10913	3.29971	0.666519	0.222079	1578	0.557412	2169.25	2454.5	2798.75	15520	5.60537	315	433	558	0.109794	0.286856	0.130219	0.0201031	0.00277062	0.00064433	0.0842784	0.365335
QC_Shew_12_02_3_31Jul12_Cougar_12-05-07	2012-07-31	0.33666	18.5484	20.2411	23.3054	0.724984	1.00904	3.76479	5940.83	0.230439	0.00737273	0.00770057	0.754488	0.265191	0.231681	0.240849	0.262279	0.265474	0.231535	0.240701	0.26229	1.30399	0.783897	2.85048	NULL	1.92963	1.54377	2877	0.537521	2714	3415	3965	28756	5.39923	547	687	847	0.109716	0.226422	0.175268	0.0456948	0.0100153	0.00257338	0.0453123	0.384998
QC_Shew_12_02_4_31Jul12_Cougar_12-02-39	2012-07-31	0.33158	19.0894	20.8371	23.9926	0.733083	0.999716	3.81683	5939.73	0.210407	0.0305171	0.450489	0.308588	0.261658	0.232632	0.241815	0.263895	0.261861	0.232576	0.241748	0.263815	1.20583	0.785769	2.79953	NULL	5.38434	1.77648	2872	0.534799	2780.5	3428	4065.25	28708	5.36145	554	695	860	0.102619	0.227741	0.176989	0.0493242	0.0111119	0.00268218	0.039954	0.389578
QC_Shew_12_02_0pt25_Frac-06_30Jul12_Tiger_12-05-06	2012-08-01	0.290495	26.3149	30.2116	39.1871	1.06206	1.23398	4.48251	4557.53	0.404821	0.133068	0.185407	0.276704	0.290175	0.221814	0.235862	0.252149	0.291616	0.221417	0.235375	0.251592	1.29073	0.699565	1.58376	0.486731	0.227822	0.81346	2442	0.623489	1878	2158	2658	24355	6.27094	581	736	969	0.146335	0.315705	0.121946	0.00693903	0.000123178	4.11E-05	0.0758366	0.333073
QC_Shew_12_02_2_2Aug12_Cougar_12-06-11	2012-08-02	0.333729	14.796	16.2725	18.8455	0.759615	1.54884	3.23836	5940.25	0.553021	0.0770424	0.0514446	0.318492	0.25855	0.245585	0.245589	0.250276	0.258668	0.245563	0.245441	0.250328	1.33337	0.818963	3.3684	NULL	NULL	2.21061	3648	0.627192	4066.5	5380.5	6912.25	21883	3.78331	439	569	697	0.0994836	0.264817	0.219897	0.0687292	0.0154001	0.00315313	0.0377462	0.290774
QC_Shew_12_02_1_3Aug12_Cougar_12-06-10	2012-08-03	0.320757	15.0212	16.5139	19.04	0.806231	1.58085	3.30863	5939.99	0.499184	0.0291056	0.0247628	0.446947	0.263399	0.244006	0.243997	0.248598	0.264511	0.243573	0.243701	0.248216	1.53688	0.95331	3.37776	NULL	3.6543	0.656655	3624	0.627385	4077.75	5310.5	7161.75	21708	3.78328	434.75	578	723	0.0985351	0.25972	0.218122	0.064953	0.0128985	0.00313249	0.064262	0.278377
QC_Shew_12_02_2p5_b2Aug12_Polaroid_11-07-67_120805054700	2012-08-05	0.314573	45.4004	51.3299	62.3984	0.964043	1.03041	4.54208	18004.3	0.323922	0.111701	0.126303	0.438074	0.29746	0.184287	0.19761	0.320643	0.297395	0.184234	0.197573	0.320798	1.07858	0.80191	1.9349	0.897557	0.378005	0.764458	4553	0.355298	3175	3593	4322	36424	2.87184	174	227	280	0	0.429689	0.224385	0.0167747	0.000466725	0	0.0219361	0.306748
QC_Shew_12_02_1_6Aug12_Cougar_12-06-10	2012-08-06	0.332452	15.2766	16.6565	19.2219	0.765575	1.623	3.32324	5908.75	0.4986	0.0603936	0.0538846	0.387122	0.264211	0.243598	0.243595	0.248596	0.265547	0.243147	0.243124	0.248182	1.5909	0.801303	3.89387	NULL	6.49226	1.53479	3599	0.628704	4200	5604	7392	21552	3.78331	419	553	685	0.122309	0.260486	0.20773	0.0661192	0.0144302	0.00329436	0.0653304	0.260301
QC_Shew_12_02_4_6Aug12_Cougar_12-06-11	2012-08-06	0.330255	14.3685	15.8474	18.4944	0.753015	1.5976	3.37585	5940.65	0.519646	0.0627677	0.0619533	0.355633	0.261478	0.244438	0.244442	0.249643	0.261993	0.24425	0.244256	0.249501	1.58549	0.892622	3.46739	NULL	NULL	1.56084	3631	0.627297	4312	5702	7369	21768	3.78331	435	564	692	0.10837	0.266171	0.215132	0.0667494	0.0148383	0.0035373	0.0253124	0.29989
QC_Shew_12_02_3_9Aug12_Cougar_12-06-10	2012-08-09	0.337068	17.0699	18.6906	21.6386	0.734191	1.07864	3.89955	5941.22	0.474193	0.0532251	0.0385328	0.434049	0.26358	0.229334	0.238498	0.268589	0.270778	0.227075	0.236015	0.266132	1.43468	0.834144	3.06702	NULL	7.74149	0.587025	2824	0.526529	2962	3787.5	4618	27938	5.30869	515	663	823	0.103264	0.251557	0.198905	0.055301	0.0116687	0.00239817	0.0564106	0.320495
QC_Shew_12_02-pt5-01_10Aug12_Lynx_12-06-05	2012-08-10	0.330349	15.3199	17.0756	20.4024	0.905817	1.13603	3.65593	5941.92	0.393631	0.127183	0.143933	0.335253	0.26195	0.22417	0.236668	0.277212	0.326726	0.203752	0.216106	0.253417	1.98471	0.832186	1.9543	2.1567	0.351799	0.343186	3177	0.676511	1625	1992	2297	28703	6.1483	587	757	930	0.108281	0.305369	0.189249	0.0382887	0.00623628	0.00083615	0.0328189	0.318921
QC_Shew_12_02_pt5_a_15Aug12_Lynx_12-06-05	2012-08-15	0.319896	14.8532	16.5094	19.6745	0.892625	1.07545	3.38212	5940.61	0.337146	0.0810647	0.0587774	0.523012	0.290243	0.221647	0.233402	0.254709	0.29289	0.220934	0.232525	0.25365	1.609	0.917393	2.61304	NULL	1.34936	0.930411	3201	0.629184	1845	2236	2597	31876	6.31571	468	625	781	0.0777387	0.253545	0.209311	0.0495984	0.00900364	0.00163132	0.0682959	0.330876
QC_Shew_12_02_pt5_b_15Aug12_Lynx_12-06-06	2012-08-15	0.293098	16.3474	18.6952	23.895	1.47452	1.16186	3.58509	5941.21	0.325261	0.072055	0.0863989	0.516286	0.276985	0.226967	0.238176	0.257871	0.277169	0.22695	0.238057	0.257824	1.44985	0.907301	2.64259	NULL	1.24303	0.702135	3267	0.619742	1832.5	2244	2674	32658	6.21481	504	635	782	0.0658338	0.270653	0.217925	0.0515035	0.00894115	0.00186784	0.0216486	0.361627
QC_Shew_12_02_pt5_c_18Aug12_Lynx_12-06-05	2012-08-18	0.264264	24.2664	30.2726	42.8245	2.36948	1.76142	4.04386	5940.78	0.402203	0.0262483	0.0250113	0.546538	0.278889	0.215903	0.235571	0.269638	0.2787	0.215859	0.235482	0.269959	1.37249	0.779021	3.36652	NULL	2.8417	0.688746	1290	0.26438	2093.75	2576.5	3049.5	12900	2.64944	926	1162	1367	0.106279	0.350155	0.268915	0.0753488	0.0137984	0.00325581	0.00775194	0.174496
QC_Shew_12_03_pt5_a_18Aug12_Lynx_12-06-05	2012-08-18	0.25161	24.5785	30.88	47.4659	2.34674	1.69714	3.82532	5940.14	0.40392	0.109708	0.0798802	0.406492	0.285845	0.220373	0.239057	0.254726	0.285772	0.22034	0.239084	0.254804	1.28	0.758658	3.15072	NULL	NULL	2.07693	1304	0.259355	2147.25	2688.5	3335.25	13040	2.6107	832	1026	1246	0.10184	0.352377	0.268712	0.0861196	0.0167945	0.0041411	0.00812883	0.161887
QC_Shew_12_02_3_19Aug12_Cougar_12-06-10	2012-08-19	0.317634	15.1031	16.6845	19.2872	0.785519	1.73101	3.33627	5939.97	0.512184	0.0264038	0.0247816	0.43663	0.261368	0.244886	0.244901	0.248844	0.261217	0.244773	0.244662	0.249348	1.28443	0.804077	3.26161	NULL	2.56975	0.640808	3637	0.628042	4256	5802	8065	21805	3.78328	401	540	670	0.0853933	0.282275	0.217978	0.0598487	0.011878	0.00302683	0.0146755	0.324925
QC_Shew_12_02_pt5_b_20Aug12_Lynx_12-06-06	2012-08-20	0.286682	18.266	21.0563	27.4824	1.67838	1.15352	3.65988	5939.86	0.768296	0.0392761	0.0342937	0.158134	0.281696	0.219855	0.233794	0.264655	0.281927	0.219757	0.233708	0.264609	1.45177	0.880055	4.06145	NULL	1.94375	0.389413	3206	0.629258	2175.25	2694	3029.75	32046	6.31586	683	858	1054	0.145198	0.275042	0.186232	0.050053	0.00942395	0.0024028	0.016882	0.314766
QC_Shew_12_02_pt5_c_20Aug12_Lynx_12-06-05	2012-08-20	0.289308	17.6697	20.4452	26.422	1.75772	1.21606	3.55625	5941.71	0.381306	0.00489267	0.00520512	0.608596	0.280415	0.220778	0.234093	0.264715	0.280436	0.220772	0.234076	0.264716	1.43387	0.829971	4.03492	NULL	2.53565	0.593084	3212	0.626164	2237.25	2792	3182	32118	6.29742	681	858	1050	0.136528	0.274675	0.199545	0.0543309	0.0103369	0.00258422	0.0161903	0.30581
QC_Shew_12_02_1_24Aug12_Cougar_12-06-10	2012-08-24	0.341841	16.4945	17.9945	20.9285	0.756206	1.03879	4.10876	5939.62	0.50088	0.0231907	0.0201568	0.455773	0.264492	0.227946	0.237284	0.270278	0.266011	0.227466	0.236724	0.2698	1.33418	0.833417	3.38829	NULL	3.21479	0.568288	2820	0.531713	3099	3896.5	5093	28133	5.31996	496	634	784	0.122241	0.258095	0.182668	0.0481641	0.00909963	0.00255927	0.0584723	0.3187
QC_Shew_12_02_5pt_2_24Aug12_Polaroid_12-08-08	2012-08-24	0.324103	16.4416	18.4959	22.1078	1.10099	1.11802	4.28587	5970.71	0.307592	0.150818	0.136149	0.405442	0.267502	0.220156	0.235162	0.27718	0.267889	0.219925	0.235041	0.277144	1.22094	0.712306	3.6159	1.548	0.611448	0.301371	3040	0.599969	3798.75	4323.5	5261.25	30370	6.00682	311	435	547	0.189891	0.291604	0.155581	0.02351	0.00214027	0.000230491	0.0584788	0.278564
QC_Shew_12_02_2_24Aug12_Cougar_12-06-11	2012-08-24	0.329019	14.4202	15.8382	18.5242	0.787879	0.904825	5.03348	5939.74	0.444788	0.141059	0.191236	0.222917	0.277592	0.233343	0.232005	0.257061	0.279496	0.232628	0.231399	0.256477	1.18524	0.780987	2.29313	0.953712	0.325985	1.55267	2448	0.469554	3522	3991.5	6617.25	24412	4.70762	432	613	780	0.0753728	0.216697	0.202359	0.0584549	0.0110192	0.00372767	0.0402671	0.392102
QC_Shew_12_02_1_25Aug12_Cougar_12-06-10	2012-08-25	0.252974	14.867	16.5084	19.0595	0.811389	1.10237	3.84964	5942.27	0.166586	0.0316065	0.0288575	0.77295	0.237063	0.231928	0.28	0.251009	0.216288	0.166153	0.26334	0.354219	1.57126	3.82135	4.77756	0.638651	5.09478	2.54651	2586	0.575054	1923.25	2852.5	3149	20508	5.3165	184	440	635	0.205042	0.22718	0.0689975	0.0068266	0.000438853	0.000146284	0.102984	0.388385
QC_Shew_12_02_1_26Aug12_Cougar_12-06-10	2012-08-26	0.310588	15.3121	17.1132	20.6298	0.773265	1.83033	2.7935	2864.6	0.256141	0.0279049	0.0335031	0.682451	0.277078	0.24097	0.240983	0.240968	0.27878	0.240457	0.240456	0.240307	1.69272	0.761606	3.43264	NULL	7.53833	0.378116	1727	0.626691	4213	4781	5691.5	10332	3.78331	419	541	644	0.20693	0.286295	0.0891405	0.0205188	0.00251645	0.000387147	0.0955285	0.298684
QC_Shew_12_02_1a_26Aug12_Cougar_12-06-10	2012-08-26	0.317665	15.1356	16.8037	19.8682	0.656863	1.63717	3.68428	5939.62	0.426575	0.142782	0.133888	0.296754	0.260362	0.245679	0.245696	0.248263	0.260406	0.245652	0.245657	0.248285	1.21465	0.851084	3.18553	NULL	NULL	2.24377	3649	0.627129	4777	6720	8426	21891	3.78331	442	568	707	0.112649	0.281577	0.212736	0.0567813	0.0120141	0.00324334	0.0154858	0.305514
QC_Shew_12_02_2_26Aug12_Cougar_12-06-11	2012-08-26	0.307453	14.4837	16.2727	19.4479	0.716593	1.68773	3.61173	5940.72	0.10639	0.747786	0.0283216	0.117503	0.256838	0.245816	0.24578	0.251566	0.257226	0.245689	0.245635	0.251449	1.15597	0.745106	3.25852	NULL	5.51566	1.15777	3651	0.628877	4782.5	6785	8336	21896	3.78333	447	574	717	0.10221	0.279868	0.215427	0.0567684	0.01192	0.00305992	0.0175374	0.313208
QC_Shew_12_03_1_26Aug12_Cougar_12-06-10	2012-08-26	0.320861	15.1162	16.7058	19.5221	0.685602	1.87279	3.11852	5940.4	0.309839	0.115006	0.272331	0.302824	0.259124	0.246672	0.246672	0.247532	0.259497	0.246464	0.246475	0.247564	1.01534	0.692848	3.14828	NULL	NULL	2.60867	3664	0.627932	4696.75	6560.5	9353	21969	3.7833	422	540	670	0.0984569	0.282853	0.219946	0.0673221	0.0155674	0.00373253	0.0189358	0.293186
QC_Shew_12_03_2_26Aug12_Cougar_12-06-11	2012-08-26	0.31984	14.1517	15.7729	18.4646	0.737797	1.91682	3.11116	5941.18	0.507808	0.0956165	0.0813316	0.315244	0.258465	0.24678	0.246783	0.247972	0.258742	0.246664	0.246662	0.247932	1.1102	0.737959	3.22475	NULL	NULL	1.9868	3666	0.626939	4601	6399.5	9183.25	21986	3.7833	424	538	669	0.106977	0.28218	0.218184	0.0687256	0.0147821	0.00322933	0.0184663	0.287456
QC_Shew_12_03_3_26Aug12_Cougar_12-06-10	2012-08-26	0.324516	15.2126	16.781	19.5818	0.696807	1.83621	3.25652	5940.79	0.516474	0.113124	0.0956142	0.274788	0.258103	0.246923	0.246925	0.248048	0.258285	0.246914	0.246901	0.2479	1.04536	0.718803	3.15277	NULL	NULL	2.25184	3668	0.627845	4734.75	6570.5	9409.5	22002	3.78333	424	538	669	0.100036	0.288746	0.218662	0.0685847	0.0145896	0.00381783	0.0204527	0.28511
QC_Shew_12_03_4_26Aug12_Cougar_12-06-11	2012-08-27	0.32014	14.3154	15.9221	18.7842	0.720255	1.89785	3.15071	5940.45	0.528644	0.101826	0.0921273	0.277404	0.257852	0.246146	0.246142	0.249859	0.257987	0.24613	0.246052	0.249831	1.15119	0.744251	3.19785	NULL	NULL	2.12042	3656	0.627491	4654.75	6482	9380	21931	3.78333	416	528	656	0.103142	0.289544	0.225936	0.0677124	0.015184	0.00323743	0.0181934	0.277051
QC_Shew_12_02_1_27Aug12_Cougar_12-06-10	2012-08-27	0.317077	14.576	16.0312	18.559	0.822824	1.78463	3.57337	5940.6	0.361774	0.146288	0.143055	0.348883	0.255961	0.242538	0.242535	0.258966	0.256722	0.242229	0.242355	0.258694	1.49962	0.783339	1.68706	0.820701	0.399601	0.527735	3602	0.627178	4707	6404	8659.75	21591	3.78332	560	722	887	0.0971238	0.279144	0.22389	0.0577555	0.0119957	0.00291788	0.0480756	0.279098
QC_Shew_12_02_2_27Aug12_Cougar_12-06-11	2012-08-27	0.314374	13.6759	15.2277	17.8986	0.797797	1.85323	3.50205	5939.7	0.371232	0.144158	0.139582	0.345029	0.255624	0.241988	0.241955	0.260433	0.262861	0.239577	0.239539	0.258023	1.61149	0.813449	1.58955	0.818872	0.4154	0.568447	3593	0.62716	4686	6388	8815	21344	3.78333	580	739	901	0.0944996	0.289074	0.226059	0.0589861	0.011994	0.00313906	0.0392616	0.276987
QC_Shew_12_02_pt5_a_30Aug12_Lynx_12-06-05	2012-08-31	0.302448	16.3257	18.5803	23.5868	1.15941	1.11556	3.59169	5941.63	0.738547	0.0333403	0.0288724	0.19924	0.26114	0.226155	0.240085	0.27262	0.275179	0.221938	0.235515	0.267368	1.24563	0.850076	4.11959	NULL	2.2236	0.481156	3263	0.75226	2417	2818	3201	31946	6.30809	666	854	1051	0.140675	0.2703	0.191636	0.0538096	0.012302	0.00266074	0.0267013	0.301916
QC_Shew_12_02_pt5_b_30Aug12_Lynx_12-06-02	2012-08-31	0.326687	16.352	18.2276	21.8775	0.95708	1.0807	3.56231	5940.11	0.607882	0.0521238	0.0697213	0.270273	0.25437	0.223602	0.237598	0.28443	0.274457	0.21755	0.230946	0.277047	1.61204	0.883891	4.10603	6.50245	1.25621	0.329302	3223	0.849398	2372	2819	3160.5	31247	6.31008	689	884	1081	0.122508	0.273754	0.204692	0.0583096	0.010785	0.00262425	0.0214421	0.305885
QC_Shew_12_02_pt5_a_31Aug12_Lynx_12-06-05	2012-08-31	0.310074	15.7918	17.6743	21.618	1.09607	1.17923	3.72589	5941.14	0.286251	0.00687364	0.0066238	0.700252	0.269512	0.221188	0.234806	0.274494	0.272569	0.220295	0.233772	0.273364	1.36776	0.880612	3.64848	NULL	3.01404	0.836058	3158	0.626298	2338	2731	3130	31428	6.30561	614	801	985	0.0944063	0.248886	0.200999	0.054951	0.0114548	0.00238641	0.0302278	0.356688
QC_Shew_12_02_pt5_b_31Aug12_Lynx_12-07-02	2012-08-31	0.319982	16.627	18.4338	22.0697	1.0356	1.13102	3.98178	5940.02	0.352122	0.095657	0.133521	0.4187	0.255884	0.220586	0.235422	0.288108	0.270062	0.216247	0.230854	0.282837	1.43367	0.874005	4.18636	2.39512	0.590677	0.374039	3131	0.649414	2280	2665	2995.5	30633	6.16585	641	821	997	0.0720138	0.237554	0.205922	0.0598048	0.0116215	0.00336239	0.0125355	0.397186
QC_Shew_12_02_pt5_c_31Aug12_Lynx_12-06-05	2012-08-31	0.314953	16.1889	18.2043	22.0298	1.214	1.19483	3.98782	5940.16	0.293639	0.102165	0.139757	0.464439	0.238599	0.224721	0.239931	0.296749	0.287794	0.209706	0.224337	0.278163	1.63363	0.923124	4.6236	2.16176	0.623877	0.594495	3166	0.832825	2226.25	2606.5	2992	29325	6.0925	646	816	980	0.0657801	0.234169	0.210503	0.062029	0.0130946	0.00303495	0.0109804	0.400409
QC_Shew_12_02_pt5_d_31Aug12_Lynx_12-07-02	2012-08-31	0.322312	16.4709	18.2735	21.8726	1.1444	1.18079	3.92109	5941.62	0.288323	0.0985096	0.129916	0.483252	0.232757	0.225174	0.240808	0.301261	0.287549	0.20832	0.223874	0.280257	1.73045	0.981552	2.06004	2.11228	0.701169	0.554043	3169	0.832734	2195	2568	2945	29096	6.14088	659	827	994	0.0573962	0.231716	0.207245	0.0613143	1.19E-02	3.61E-03	0.0100357	0.416758
QC_Shew_12_03_1_2Sep12_Cougar_12-06-10	2012-09-02	0.337162	16.4356	18.0077	21.0979	0.760047	1.09535	3.69502	5939.5	0.424756	0.0560018	0.0558049	0.463437	0.267728	0.23003	0.241596	0.260647	0.268365	0.229821	0.241328	0.260486	1.14374	0.70604	3.79069	NULL	NULL	0.806322	2876	0.543936	2722.75	3455	4259.5	28731	5.4803	550	704	885	0.129999	0.223626	0.178414	0.05193	0.0121124	0.00274964	0.0743448	0.326825
QC_Shew_12_03_2_2Sep12_Cougar_12-06-11	2012-09-02	0.332463	16.1479	17.8972	21.1461	0.803826	1.1453	3.66442	5939.8	0.416047	0.0661087	0.0672658	0.450579	0.258507	0.234228	0.244211	0.263054	0.259381	0.233933	0.243963	0.262723	0.998443	0.731291	3.71008	NULL	NULL	0.860807	2915	0.544309	2710.5	3407	4171.5	29113	5.47843	558	705	887	0.127366	0.237626	0.179679	0.050699	0.0111634	0.0031601	0.0376808	0.352626
QC_Shew_12_03_3_2Sep12_Cougar_12-06-10	2012-09-02	0.338786	16.9789	18.6595	21.8072	0.78803	1.07533	3.75513	5941.43	0.43518	0.0716249	0.0537713	0.439423	0.258706	0.234557	0.243881	0.262856	0.259914	0.234153	0.243463	0.26247	1.04117	0.733422	3.62238	NULL	NULL	0.63844	2903	0.538853	2704.5	3426	4282.5	28974	5.42085	555	704	884	0.118175	0.233968	0.178574	0.0520121	0.0123214	0.00289915	0.033996	0.368054
QC_Shew_12_03_4_2Sep12_Cougar_12-06-11	2012-09-02	0.330834	16.2476	18.0947	21.345	0.793994	1.15023	3.70104	5940.99	0.413301	0.0613743	0.0685444	0.45678	0.258591	0.234946	0.244223	0.26224	0.259694	0.234569	0.243817	0.26192	1.05196	0.701416	3.78388	NULL	NULL	0.715719	2913	0.545223	2702	3430	4226	29078	5.48075	554	702	881	0.123874	0.236261	0.178761	0.0524108	0.0112456	0.00326707	0.0355251	0.358656
QC_Shew_12_03_5_2Sep12_Cougar_12-06-10	2012-09-03	0.340391	16.8594	18.5439	21.6555	0.762691	1.09616	3.75153	5941.91	0.38569	0.0580235	0.0760547	0.480232	0.258191	0.234556	0.243898	0.263355	0.259539	0.23413	0.243464	0.262867	1.03715	0.762508	3.57818	NULL	NULL	0.628172	2901	0.544561	2702	3424	4267	28952	5.48329	554	704	882	0.118023	0.235251	0.181818	0.0525007	0.0115018	0.00286681	0.0334001	0.364638
QC_Shew_12_03_6_2Sep12_Cougar_12-06-11	2012-09-03	0.297721	15.8451	17.4428	20.649	0.649097	0.877984	4.89834	5939.68	0.473878	0.204143	0.161851	0.160128	0.245929	0.247601	0.253776	0.252695	0.253369	0.245166	0.251221	0.250244	1.28909	0.817507	2.22865	0.951273	0.251808	0.910485	2169	0.416635	2016	2896	5028	21453	3.81646	327	637	824	0.0676828	0.124365	0.180161	0.0637207	0.0141705	0.00363586	0.0447024	0.501562
