Filename	StartTimeStamp	XIC-WideFrac	XIC-FWHM-Q1	XIC-FWHM-Q2	XIC-FWHM-Q3	XIC-Height-Q2	XIC-Height-Q3	XIC-Height-Q4	RT-Duration	RT-TIC-Q1	RT-TIC-Q2	RT-TIC-Q3	RT-TIC-Q4	RT-MS-Q1	RT-MS-Q2	RT-MS-Q3	RT-MS-Q4	RT-MSMS-Q1	RT-MSMS-Q2	RT-MSMS-Q3	RT-MSMS-Q4	MS1-TIC-Change-Q2	MS1-TIC-Change-Q3	MS1-TIC-Change-Q4	MS1-TIC-Q2	MS1-TIC-Q3	MS1-TIC-Q4	MS1-Count	MS1-Freq-Max	MS1-Density-Q1	MS1-Density-Q2	MS1-Density-Q3	MS2-Count	MS2-Freq-Max	MS2-Density-Q1	MS2-Density-Q2	MS2-Density-Q3	MS2-PrecZ-1	MS2-PrecZ-2	MS2-PrecZ-3	MS2-PrecZ-4	MS2-PrecZ-5	MS2-PrecZ-more	MS2-PrecZ-likely-1	MS2-PrecZ-likely-multi
TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR15	2012-12-07T03:57:02Z	0.288823	15.8482	18.4305	23.6441	1.26302	1.3054	4.92299	4799.3	0.287776	0.0362139	0.0758418	0.600168	0.242342	0.306968	0.28217	0.168521	0.243636	0.124498	0.137987	0.49388	0.981855	2.8541	4.51446	0.246063	3.27525	3.01631	3280	1.08253	2206.75	2431.5	2902	11488	5.03864	512	762	971	0	0.589224	0.344795	0.0582347	0.00722493	0.000522284	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR01	2012-10-29T07:32:10Z	0.302333	17.3753	19.2478	22.9946	0.956195	1.07269	4.35246	4799.49	0.231701	0.0776736	0.100853	0.589772	0.238382	0.335656	0.259072	0.166889	0.221971	0.124496	0.136164	0.517369	1.14354	1.09046	4.15511	0.308981	1.55008	2.88148	3363	1.12114	1515	2369	2949.5	9473	4.24455	477	673	886	0	0.714346	0.253141	0.0294521	0.00190014	0.00116119	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR02	2012-10-29T09:10:24Z	0.310414	17.8496	19.9304	23.5765	0.915008	0.879104	4.08495	4799.54	0.196821	0.131405	0.136236	0.535539	0.268859	0.323507	0.246089	0.161544	0.204296	0.132071	0.139992	0.523641	1.18691	1.13779	5.79131	0.441993	1.75867	4.07082	3256	1.08443	1519.75	2585	3108.5	9977	4.25843	539	713	885	0	0.689285	0.271224	0.0355818	0.00350807	0.000400922	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR03	2012-10-29T10:48:35Z	0.317719	17.5793	19.6463	23.6755	0.824982	1.01191	4.11746	4799.57	0.147613	0.143597	0.0907353	0.618055	0.28231	0.306105	0.24753	0.164054	0.197646	0.127492	0.131349	0.543513	1.06611	1.02997	5.1248	0.298004	1.71556	2.99202	3316	1.08065	1494.75	2541.5	3057	9329	4.24018	551	749	895	0	0.692893	0.277415	0.0275485	0.0015007	0.000643156	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR04	2012-10-29T12:26:47Z	0.321797	17.5146	19.4006	22.992	0.767837	0.950175	4.64732	4799.1	0.145316	0.131099	0.101109	0.622476	0.2743	0.311435	0.250939	0.163326	0.206832	0.129382	0.132147	0.53164	1.17299	1.1684	4.52708	0.347572	1.89175	3.39348	3286	1.08217	1424.25	2459	3050.75	9391	4.08988	538	733	895	0	0.671281	0.298797	0.0282185	0.000958364	0.000745395	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR05	2012-10-29T14:04:59Z	0.299342	20.0563	22.6731	28.5956	0.691489	1.03689	4.42802	4799.85	0.233268	0.114907	0.0739709	0.577853	0.281308	0.302961	0.251475	0.164256	0.209322	0.122873	0.121979	0.545826	1.29386	1.01046	3.6297	0.295351	1.46556	2.62928	3379	1.09821	1303	2221	2993.5	8816	4.17764	569	780	929	0	0.666629	0.27382	0.0545599	0.00419691	0.000794011	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR06	2012-10-29T15:43:11Z	0.307276	18.8663	21.5463	25.8957	0.698297	0.954783	4.78207	4799.28	0.177896	0.0512179	0.159216	0.61167	0.241436	0.330249	0.260027	0.168288	0.221318	0.123166	0.12489	0.530626	1.21507	1.05224	4.18441	0.351942	1.6416	3.1792	3437	1.10941	1314	2415	3120	8878	4.51016	579	775	944	0	0.668169	0.293535	0.0355936	0.00259067	0.000112638	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR07	2012-10-29T17:21:23Z	0.316857	17.7177	19.7082	23.1497	0.788442	1.05572	4.85031	4799.64	0.165267	0.0316639	0.125332	0.677737	0.238573	0.330535	0.261384	0.169508	0.208623	0.13183	0.136522	0.523025	1.08101	1.30274	4.42836	0.496526	1.99895	3.00263	3410	1.12676	1361	2367.5	3153	9610	4.69915	527	731	919	0	0.679188	0.291675	0.0271592	0.00114464	0.000832466	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR08	2012-10-29T18:59:35Z	0.314482	18.5914	20.9896	25.5696	0.757159	0.98828	3.98418	4799.65	0.202905	0.0607175	0.156888	0.579489	0.238095	0.329205	0.261797	0.170904	0.214655	0.122568	0.124749	0.538028	1.14227	1.28417	3.68245	0.378885	2.04251	2.44867	3428	1.10207	1366	2340	3198.75	9018	4.44311	556	754	929	0	0.670104	0.266356	0.0562209	0.00676425	0.000554447	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR09	2012-10-29T20:37:47Z	0.312835	18.0173	20.0546	24.2048	0.842961	1.08948	4.99644	4798.95	0.206403	0.034777	0.130309	0.628511	0.23177	0.338189	0.265402	0.164638	0.215464	0.130744	0.136651	0.517141	1.21705	1.60828	4.49008	0.328858	2.54191	3.19625	3272	1.07108	1356	2316	3163.5	9887	4.77631	530	710	900	0	0.64337	0.305553	0.047436	0.00323657	0.000404572	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR10	2012-10-29T22:15:59Z	0.31587	17.6563	19.6755	23.3391	0.71184	0.877771	3.91181	4798.98	0.225922	0.0872684	0.108167	0.578642	0.229707	0.331554	0.264194	0.174546	0.203905	0.126143	0.127851	0.542101	1.16229	1.47589	4.3625	0.458167	2.23126	2.57883	3418	1.11411	1381.25	2159	3131	9143	4.53328	573	762	945	0	0.624959	0.309855	0.0584053	0.0061249	0.00065624	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR11	2012-10-29T23:54:11Z	0.311477	17.73	19.8714	23.5831	0.793684	1.01527	4.07371	4799.69	0.218578	0.0484099	0.122084	0.610928	0.228115	0.340222	0.261286	0.170378	0.206356	0.120991	0.130624	0.542029	1.20801	1.43999	4.38028	0.325658	2.05013	2.62595	3402	1.11303	1519	2163	2987.5	8800	4.42206	535	731	918	0	0.622955	0.321705	0.0528409	0.00227273	0.000227273	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR12	2012-10-30T01:32:23Z	0.297278	17.621	19.5719	23.2846	0.87116	1.08127	4.88156	4799.36	0.216168	0.0335713	0.0527882	0.697473	0.211083	0.324137	0.267636	0.197144	0.2383	0.120068	0.13634	0.505292	1.64922	1.50356	5.00652	0.942037	2.18397	2.96035	3085	1.12332	1458	2381	3128	9587	4.69595	523	725	931	0	0.665693	0.282466	0.0456869	0.00563263	0.00052154	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR13	2012-10-30T03:10:38Z	0.310089	17.5306	19.3952	22.6294	0.87996	1.01646	4.43443	4799.18	0.240605	0.0382132	0.0555486	0.665633	0.218448	0.340087	0.26801	0.173455	0.246111	0.112224	0.130105	0.511559	1.01215	1.25332	4.43758	0.399749	1.99929	3.25589	3395	1.11298	1402	1952	3018	9020	4.64969	525	735	931	0	0.636918	0.308315	0.0505543	0.0037694	0.000443459	0	0
TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR14	2012-10-30T04:48:50Z	0.294681	17.5639	19.5794	23.0816	0.814376	1.08316	5.18824	4799.4	0.255073	0.0141639	0.0580022	0.672761	0.236717	0.324306	0.255345	0.183632	0.207575	0.122962	0.143086	0.526377	1.26289	1.26044	5.05795	0.64489	1.80112	3.887	3245	1.08812	1540	2512	3053	10021	4.77344	503	698	902	0	0.630476	0.324718	0.0394172	0.00449057	0.000898114	0	0
TCGA-A6-3810-01A-22_W_VU_20121030_A0218_5E_R_FR15	2012-10-30T06:27:02Z	0.306678	17.501	19.2862	22.7625	0.956973	1.00915	4.83052	4799.48	0.250081	0.0437984	0.0906255	0.615495	0.272646	0.30957	0.244676	0.173108	0.207314	0.115993	0.132264	0.544429	1.25998	1.0187	4.56935	0.467541	1.4906	3.27767	3337	1.09923	1482	2569	3009	9479	4.64888	523	714	912	0	0.659985	0.2879	0.0454689	0.00485283	0.00179344	0	0
TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR01	2012-09-15T17:48:48Z	0.316109	13.7924	15.4905	18.7331	0.91518	1.02313	4.64078	4799.14	0.282912	0.0521793	0.0958326	0.569076	0.258543	0.276346	0.227613	0.237498	0.256688	0.138911	0.14929	0.455112	1.42556	2.69175	5.69186	1.02019	3.30449	4.16745	2841	1.01414	1212	2673	3303	9870	5.04016	585	780	978.75	0	0.675076	0.283384	0.0377913	0.00334347	0.000405268	0	0
TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR02	2012-09-15T19:27:00Z	0.319236	13.6578	15.3846	18.3787	0.929666	1.12968	4.50608	4799.74	0.292339	0.0380932	0.0903086	0.579259	0.269496	0.283938	0.242604	0.203962	0.244371	0.146026	0.153121	0.456482	1.56839	2.52834	5.66582	0.701299	3.30695	3.95449	3016	1.04957	1222	2657	3383.25	10002	5.04625	623	822	1001	0	0.641472	0.30044	0.0508898	0.00629874	0.00089982	0	0
TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR03	2012-09-15T21:05:12Z	0.329291	14.2401	15.9994	19.2297	1.03766	1.05923	4.42431	4799.5	0.150379	0.129407	0.0756018	0.644613	0.277977	0.29908	0.249826	0.173117	0.205799	0.125098	0.127075	0.542027	1.09535	2.39954	4.27831	0.380375	2.94092	3.27261	3207	1.0748	1198.5	2410	3315.5	9648	4.96527	633	826	1009	0	0.646041	0.304623	0.0447761	0.00404229	0.000518242	0	0
TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR04	2012-09-15T22:43:25Z	0.330805	14.3362	15.9786	19.023	1.04096	1.06234	4.79689	4799.83	0.159902	0.142393	0.0571179	0.640588	0.279864	0.296245	0.250181	0.17371	0.203547	0.131681	0.127031	0.53774	1.06622	2.57756	4.52574	0.355788	3.00981	3.22135	3228	1.08147	1195	2444.5	3365.5	9755	4.93013	631	820	1008	0	0.627986	0.317581	0.049103	0.00502307	0.000307535	0	0
TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR05	2012-09-16T00:21:35Z	0.325382	14.4537	16.2421	19.7842	1.02282	1.10628	4.46167	4799.74	0.177459	0.138223	0.0460164	0.638302	0.275681	0.297496	0.252745	0.174078	0.175005	0.141385	0.13053	0.55308	1.10052	2.73601	4.26741	0.329683	3.2166	3.03337	3232	1.07302	1197.75	2465.5	3374	9893	4.93062	629	821	1011	0	0.599009	0.320226	0.0697463	0.0101082	0.000909734	0	0
TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR06	2012-09-16T01:59:46Z	0.327009	14.117	15.9032	19.6633	0.901078	1.15933	4.288	4799.06	0.170407	0.0426253	0.142127	0.64484	0.27578	0.299425	0.251631	0.173164	0.193709	0.1411	0.132588	0.532604	1.05302	2.49514	4.13295	0.297394	3.24787	3.23064	3223	1.07317	1204	2438	3391.5	9645	4.84741	632	827	1026	0	0.624158	0.321617	0.0457232	0.00767237	0.000829445	0	0
