Filename	StartTimeStamp	XIC-WideFrac	XIC-FWHM-Q1	XIC-FWHM-Q2	XIC-FWHM-Q3	XIC-Height-Q2	XIC-Height-Q3	XIC-Height-Q4	RT-Duration	RT-TIC-Q1	RT-TIC-Q2	RT-TIC-Q3	RT-TIC-Q4	RT-MS-Q1	RT-MS-Q2	RT-MS-Q3	RT-MS-Q4	RT-MSMS-Q1	RT-MSMS-Q2	RT-MSMS-Q3	RT-MSMS-Q4	MS1-TIC-Change-Q2	MS1-TIC-Change-Q3	MS1-TIC-Change-Q4	MS1-TIC-Q2	MS1-TIC-Q3	MS1-TIC-Q4	MS1-Count	MS1-Freq-Max	MS1-Density-Q1	MS1-Density-Q2	MS1-Density-Q3	MS2-Count	MS2-Freq-Max	MS2-Density-Q1	MS2-Density-Q2	MS2-Density-Q3	MS2-PrecZ-1	MS2-PrecZ-2	MS2-PrecZ-3	MS2-PrecZ-4	MS2-PrecZ-5	MS2-PrecZ-more	MS2-PrecZ-likely-1	MS2-PrecZ-likely-multi
TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR01	2012-11-12T17:22:20Z	0.318209	14.0151	15.6407	19.0144	0.895401	0.828853	4.12142	4799.2	0.289346	0.0563754	0.10921	0.545068	0.288735	0.330529	0.194899	0.185838	0.251116	0.130886	0.143816	0.474182	1.43729	1.47644	4.57622	0.954086	1.66835	3.3896	3750	1.13495	1238.25	2259.5	3037.75	9896	4.83958	518	702	920	0	0.640865	0.296281	0.0492118	0.00929669	0.00434519	0	0
TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR02	2012-11-12T19:00:31Z	0.322818	14.2731	16.0892	19.047	0.909718	0.930377	4.20298	4799.31	0.32395	0.0491215	0.127083	0.499845	0.315027	0.311559	0.1914	0.182014	0.23557	0.130855	0.136668	0.496907	1.53308	1.56236	5.40546	0.977394	1.56039	4.31371	3684	1.14097	1263	2338.5	3068	10176	4.91137	544	705.5	904	0	0.634041	0.300314	0.051592	0.00933569	0.00471698	0	0
TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR03	2012-11-12T20:38:43Z	0.323032	14.3398	16.1776	19.7205	1.06724	0.906921	4.47087	4799.9	0.307378	0.0543529	0.0998108	0.538458	0.312097	0.31386	0.187979	0.186064	0.243989	0.128921	0.131868	0.495222	1.55552	1.62401	3.86882	1.18561	1.32389	3.14701	3782	1.14848	1259	2372	3022.75	9934	4.7582	573	751	922	0	0.635595	0.298369	0.0525468	0.00966378	0.00382525	0	0
TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR04	2012-11-12T22:16:56Z	0.322815	14.747	16.5352	20.1497	0.872404	0.789846	4.4729	4799.62	0.297904	0.0645255	0.0818308	0.555739	0.318625	0.307616	0.189736	0.184023	0.218905	0.12849	0.124747	0.527858	1.54834	1.53451	3.69021	1.13799	1.61317	2.82626	3706	1.14499	1245	2444.5	3029.75	9919	4.62673	584	769	931	0	0.623349	0.313338	0.050005	0.00977921	0.00352858	0	0
TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR05	2012-11-12T23:55:08Z	0.318359	14.5445	16.5259	19.9554	0.867607	0.906133	4.77913	4799.17	0.315327	0.0680271	0.054388	0.562258	0.30601	0.31982	0.191821	0.182349	0.229561	0.129438	0.123154	0.517847	1.44465	1.82295	3.84169	1.09918	2.0184	2.67461	3682	1.13307	1270	2498.5	3053.5	10284	4.77682	596	771	936	0	0.602781	0.30776	0.0701089	0.0162388	0.00311163	0	0
TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR06	2012-11-13T01:33:20Z	0.308955	15.0001	16.9315	20.8883	0.783451	0.787943	3.63788	4799.53	0.272621	0.109921	0.0910444	0.526414	0.296107	0.321764	0.194046	0.188083	0.234163	0.129859	0.120961	0.515016	1.33878	1.6965	4.45634	1.04585	1.79865	2.91546	3806	1.1281	1246	2493.5	3036	9626	4.59441	576	772	951	0	0.616455	0.300229	0.0592146	0.0173488	0.00675255	0	0
TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR07	2012-11-13T03:11:32Z	0.300966	14.9715	17.2072	20.7146	0.8202	0.895688	4.80889	4798.87	0.239999	0.12589	0.0933934	0.540718	0.27725	0.339006	0.198176	0.185568	0.264492	0.14521	0.135775	0.454523	1.45004	1.86724	4.28108	0.930279	2.32197	3.02599	3695	1.12594	1224	2480	3068	10247	4.75612	596	763	948	0	0.600761	0.326925	0.050649	0.0157119	0.00595296	0	0
TCGA-AA-3558-01A-22_W_VU_20121112_A0218_6A_R_FR08	2012-11-13T04:49:41Z	0.316209	14.7903	16.876	20.6322	0.756838	0.843886	4.42039	4799.44	0.261125	0.124588	0.0931541	0.521133	0.271633	0.348678	0.196892	0.182797	0.250169	0.133518	0.127455	0.488858	1.33667	1.81887	4.28438	0.840379	2.28367	3.14359	3758	1.12223	1233	2443	3049.75	10297	4.72378	593	763	949	0	0.595902	0.303972	0.0804118	0.0141789	0.00553559	0	0
TCGA-AA-3558-01A-22_W_VU_20121113_A0218_6A_R_FR09	2012-11-13T06:27:54Z	0.314964	14.6381	16.4864	20.137	0.760494	0.939699	4.18939	4799.03	0.247952	0.109886	0.110151	0.532011	0.275885	0.346353	0.195665	0.182097	0.245601	0.131038	0.13033	0.49303	1.22685	1.34751	4.18392	0.819848	1.5013	2.84592	3799	1.15324	1119	2279	2918	10071	4.75879	573	750	941	0	0.633701	0.289644	0.0626551	0.0105253	0.00347533	0	0
TCGA-AA-3558-01A-22_W_VU_20121113_A0218_6A_R_FR10	2012-11-13T08:06:06Z	0.315945	14.5024	16.2775	19.4698	0.736615	0.85011	4.56267	4799.75	0.290897	0.0967432	0.0970514	0.515308	0.26992	0.344518	0.199276	0.186286	0.218329	0.127852	0.125141	0.528678	0.995382	1.41644	4.7652	0.585276	1.57399	3.52291	3822	1.13861	1124.5	2281	3029	9834	4.80497	580	751	936.75	0	0.61684	0.300793	0.0638601	0.0131178	0.00538947	0	0
TCGA-AA-3558-01A-22_W_VU_20121113_A0218_6A_R_FR11	2012-11-13T09:44:18Z	0.311275	14.2154	16.0845	19.8094	0.688049	0.901688	4.44258	4799.01	0.255184	0.10018	0.109763	0.534873	0.271018	0.338652	0.198101	0.192229	0.214211	0.130308	0.136137	0.519344	1.17726	1.60946	4.96349	0.869932	1.4965	3.83024	3826	1.13694	1141	2346.5	3046.75	9792	4.83308	575	755	946	0	0.635315	0.295854	0.0543301	0.010723	0.00377859	0	0
TCGA-AA-3558-01A-22_W_VU_20121113_A0218_6A_R_FR12	2012-11-13T11:22:30Z	0.312473	14.0605	15.8927	19.3547	0.765171	0.838755	4.40059	4798.99	0.236547	0.0599225	0.140132	0.563399	0.254347	0.345138	0.204519	0.195996	0.241128	0.119412	0.134228	0.505232	1.10223	1.60224	4.93576	0.738024	1.73703	3.77456	3887	1.13721	1138.5	2372	3119	9412	4.76197	578	765	951	0	0.628772	0.297068	0.0594985	0.0101997	0.00446239	0	0
TCGA-AA-3558-01A-22_W_VU_20121113_A0218_6A_R_FR13	2012-11-13T13:00:42Z	0.314459	14.1611	15.7983	18.3509	0.826697	0.956549	4.81448	4799.43	0.271001	0.0446557	0.110637	0.573707	0.240989	0.354307	0.206366	0.198338	0.246141	0.118266	0.135281	0.500312	1.13138	1.71377	4.2913	0.742744	1.71229	3.75206	3905	1.13622	1133	2154	3003	9378	4.91513	580	757	945	0	0.617509	0.30241	0.0584346	0.0132224	0.00842397	0	0
TCGA-AA-3558-01A-22_W_VU_20121113_A0218_6A_R_FR14	2012-11-13T14:38:54Z	0.311751	14.2947	16.1076	19.9371	0.789604	0.933567	4.62474	4799.36	0.283258	0.0360499	0.164059	0.516633	0.258548	0.353019	0.199596	0.188838	0.229292	0.135467	0.152544	0.482697	1.26701	1.69949	4.95413	0.625106	1.92988	4.04079	3693	1.13508	1205	2205	3073	10348	4.97721	549	730	941	0	0.598666	0.325957	0.0589486	0.0104368	0.0059915	0	0
TCGA-AA-3558-01A-22_W_VU_20121113_A0218_6A_R_FR15	2012-11-13T16:17:06Z	0.312348	14.3891	16.2156	19.4721	0.892211	0.929819	5.02121	4799.12	0.291253	0.0536862	0.0832794	0.571781	0.278072	0.33553	0.197468	0.188931	0.27151	0.13685	0.149686	0.441954	1.34835	1.76547	3.9927	0.938831	2.12318	3.21949	3587	1.12483	1203.5	2308	3060	10706	4.91582	552	727	943	0	0.626565	0.302727	0.0580049	0.00962077	0.00308238	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR01	2012-08-08T14:00:11Z	0.30288	10.8922	12.1807	14.7038	0.943111	0.890391	3.06027	4799.79	0.25853	0.0883437	0.0529499	0.600177	0.269533	0.293229	0.259354	0.177883	0.209724	0.120441	0.110699	0.559136	1.25608	2.65614	3.46322	0.493674	2.67857	2.4887	2867	0.868487	1652	2222	3553.5	9271	4.64501	400	564	704	0	0.508252	0.359077	0.101823	0.0248085	0.00604034	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR02	2012-08-08T15:38:25Z	0.298411	11.6161	13.4141	16.3772	0.910567	0.987773	3.98592	4799.18	0.218102	0.124771	0.0673135	0.589813	0.26707	0.293328	0.260442	0.17916	0.208988	0.124651	0.114441	0.55192	1.48668	2.87578	3.53914	0.495062	2.98267	2.20894	2876	0.884953	1665	2860.5	3665.25	9564	4.65024	410	573.5	717	0	0.534086	0.356441	0.0843789	0.0184023	0.00669176	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR03	2012-08-08T17:16:37Z	0.30321	10.9416	12.2207	14.5855	0.912666	0.954079	3.68355	4799.14	0.224339	0.112309	0.0864814	0.576871	0.260674	0.295999	0.259887	0.18344	0.210017	0.123053	0.115574	0.551355	1.20759	2.9423	3.29568	0.387125	2.98557	2.46948	2846	0.861526	1684	2829.5	3631	9251	4.47777	409	572	716	0	0.534429	0.34126	0.0992325	0.0207545	0.00432386	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR04	2012-08-08T18:54:47Z	0.303668	11.7192	13.2676	16.228	0.817774	0.931036	4.40089	4799.16	0.224618	0.0834455	0.110761	0.581175	0.25712	0.306027	0.256012	0.180841	0.210971	0.115916	0.11933	0.553783	1.18281	2.81674	3.57481	0.469389	2.85189	2.63339	2840	0.927728	1705	2278.5	3577.25	9023	4.48234	397	568	713	0	0.537404	0.352433	0.0955336	0.0127452	0.00188407	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR05	2012-08-08T20:32:57Z	0.300504	10.9749	12.3438	14.8249	0.943584	0.964921	3.85427	4799.81	0.225792	0.0637471	0.112162	0.598299	0.253753	0.303628	0.258497	0.184121	0.211627	0.110137	0.121548	0.556688	1.20727	2.84516	3.7531	0.422949	2.90195	2.61378	2832	0.883117	1706.75	2286	3610.25	8935	4.58042	392	562	709	0	0.550755	0.352434	0.0868495	0.00772244	0.00223839	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR06	2012-08-08T22:11:09Z	0.303244	11.5502	13.009	15.6313	0.878549	0.883663	4.50578	4799.06	0.223978	0.0600613	0.121064	0.594897	0.252961	0.306174	0.259431	0.181434	0.211659	0.108629	0.125522	0.55419	1.24517	2.82569	3.11771	0.48833	2.82561	2.508	2816	0.851709	1696	2219	3644.25	8940	4.73773	387	552	704	0	0.581879	0.343624	0.0684564	0.00592841	0.000111857	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR07	2012-08-08T23:49:21Z	0.30029	11.1459	12.5116	14.7507	1.046	1.05523	4.24691	4799.02	0.211741	0.0384577	0.0592221	0.690579	0.249865	0.312868	0.257324	0.179944	0.216617	0.1029	0.124572	0.55591	1.16584	2.58094	3.94595	0.535901	2.44394	3.2199	2849	0.880751	1718	2269	3429	8635	4.74319	363	540	683	0	0.609149	0.32762	0.0569774	0.00544296	0.000810654	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR08	2012-08-09T01:27:33Z	0.306854	11.4468	12.8117	15.6745	1.05198	1.00358	3.90698	4799.22	0.234537	0.0327352	0.0638651	0.668862	0.252018	0.303319	0.262177	0.182485	0.220677	0.101881	0.124443	0.552999	1.19795	2.75212	3.87379	0.487371	2.81741	2.89164	2890	0.880741	1746	2246.5	3531.5	9089	4.95851	370	534	691	0	0.600066	0.323908	0.0651337	0.00957201	0.00132028	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR09	2012-08-09T03:05:43Z	0.302323	12.1159	13.6402	16.576	1.07371	1.10302	4.23366	4799.23	0.251692	0.0347117	0.0482462	0.66535	0.251202	0.300494	0.262481	0.185823	0.227418	0.101258	0.121581	0.549743	1.1401	2.59379	3.76868	0.43932	2.78869	3.06502	2864	0.882314	1734.75	2291	3435	8911	4.91318	365	529	689	0	0.610706	0.323869	0.0599259	0.00516216	0.000336663	0	0
TCGA-AA-3561-01A-22_W_VU_20120808_A0218_1I_R_FR10	2012-08-09T04:43:57Z	0.304176	11.4605	12.969	16.0526	1.08353	1.05472	3.79649	4799.08	0.261733	0.031363	0.0577704	0.649134	0.260813	0.296677	0.256555	0.185956	0.21918	0.101159	0.118307	0.561353	1.18012	2.52169	3.75059	0.479484	2.56805	2.81828	2818	0.882078	1672.25	2156	3443.25	8860	4.82251	347	510	666.25	0	0.595598	0.332506	0.0628668	0.00778781	0.00124153	0	0
TCGA-AA-3561-01A-22_W_VU_20120809_A0218_1I_R_FR11	2012-08-09T06:22:09Z	0.299055	11.4443	12.7849	15.5726	1.05713	0.923858	3.66096	4799.07	0.269595	0.0464333	0.0795326	0.604439	0.270616	0.298494	0.251602	0.179288	0.216852	0.105847	0.119548	0.557754	1.15666	2.13423	5.61766	0.588564	2.13803	3.99372	2816	0.94928	1639	2226.5	3213.25	8995	4.78219	318	488	654	0	0.626348	0.313619	0.0535853	0.00600334	0.000444691	0	0
TCGA-AA-3561-01A-22_W_VU_20120809_A0218_1I_R_FR12	2012-08-09T08:00:19Z	0.307101	11.7314	13.1835	15.9593	1.0991	1.11424	3.14458	4799.1	0.2847	0.0477724	0.071972	0.595556	0.276623	0.297364	0.250225	0.175789	0.216228	0.108533	0.114866	0.560373	1.22353	1.69009	5.09252	0.598911	1.67122	4.00691	2844	0.941136	1586	2174	3144.25	8717	4.63285	317	478	652	0	0.580245	0.340828	0.0729609	0.00550648	0.000458873	0	0
TCGA-AA-3561-01A-22_W_VU_20120809_A0218_1I_R_FR13	2012-08-09T09:38:28Z	0.312724	11.5131	12.9426	15.476	1.07062	1.07874	3.63724	4799.02	0.290503	0.0466779	0.0616149	0.601204	0.277738	0.295773	0.25146	0.175029	0.214391	0.11246	0.112619	0.56053	1.19124	1.86884	4.18302	0.508175	1.90172	2.56792	2855	0.93863	1586	2131	3234	8912	4.68275	353	487.5	666	0	0.594592	0.325516	0.070018	0.00897666	0.000897666	0	0
TCGA-AA-3561-01A-22_W_VU_20120809_A0218_1I_R_FR14	2012-08-09T11:16:40Z	0.307545	11.2887	12.6237	14.972	0.98377	1.08392	3.93822	4799.47	0.289635	0.050808	0.0561257	0.603431	0.275892	0.292955	0.251867	0.179287	0.213696	0.115965	0.11197	0.558369	1.16266	2.22021	3.54878	0.417689	2.28484	2.66774	2822	0.916322	1670	2255.5	3380	8880	4.51549	381	510	670	0	0.580631	0.34268	0.0679054	0.00720721	0.00157658	0	0
TCGA-AA-3561-01A-22_W_VU_20120809_A0218_1I_R_FR15	2012-08-09T12:54:52Z	0.312297	12.2857	13.8052	16.8171	0.928301	1.02529	4.14934	4798.89	0.282249	0.0615286	0.0550955	0.601127	0.273804	0.30032	0.248021	0.177856	0.214178	0.115911	0.112106	0.557806	1.16729	2.08343	3.57931	0.508609	2.26949	2.56057	2800	0.955706	1709	2254	3351	8604	4.37278	377	513	655	0	0.552766	0.354603	0.0827522	0.00860065	0.00127848	0	0
TCGA-AA-3664-01A-22_W_VU_20130123_A0218_9C_R_FR01	2013-01-23T17:33:26Z	0.293556	12.813	14.277	17.0546	0.821483	1.05857	3.11413	4798.64	0.282868	0.105444	0.114354	0.497333	0.189401	0.354837	0.260426	0.195336	0.280102	0.0901748	0.093104	0.53662	1.06713	0.866995	3.06378	0.711262	0.651357	2.83587	3429	1.10704	887	1143	3155	6176	4.04297	490	684	822	0	0.722798	0.254048	0.0182966	0.00178109	0.00307642	0	0
TCGA-AA-3664-01A-22_W_VU_20130123_A0218_9C_R_FR02	2013-01-23T19:11:36Z	0.310364	12.8839	14.4957	17.4571	0.762287	0.895859	3.80259	4799.43	0.308374	0.101575	0.0935271	0.496524	0.188351	0.353458	0.260707	0.197485	0.305237	0.106986	0.112383	0.475394	1.15659	0.937661	4.79408	0.859131	1.01431	4.72473	3313	1.09597	937	1426	3105	7169	4.69346	477	676	860	0	0.693263	0.27312	0.0299902	0.00195285	0.00167387	0	0
TCGA-AA-3664-01A-22_W_VU_20130123_A0218_9C_R_FR03	2013-01-23T20:49:45Z	0.265628	12.0452	13.3473	15.8214	0.786868	0.919171	3.79941	4799.61	0.337134	0.0626837	0.0968013	0.503381	0.196749	0.283247	0.297094	0.22291	0.357443	0.0759754	0.082701	0.483881	1.1785	1.00616	4.0672	0.572596	0.630673	3.72893	3551	1.05473	959	1213	3039	5455	4.38222	427	707	889	0	0.729423	0.244546	0.0216315	0.00366636	0.000733272	0	0
TCGA-AA-3664-01A-22_W_VU_20130123_A0218_9C_R_FR04	2013-01-23T22:27:57Z	0.282846	12.4137	13.8723	16.4838	0.897682	0.942644	3.42821	4798.9	0.295531	0.0526655	0.135176	0.516628	0.201772	0.344769	0.25951	0.193949	0.296959	0.108645	0.116109	0.478286	1.27397	0.981033	4.24311	0.657278	0.845802	3.43075	3183	1.04913	1013.5	1491	3207.5	6675	4.02306	424	609	762	0	0.741423	0.241798	0.0149813	0.000749064	0.00104869	0	0
TCGA-AA-3664-01A-22_W_VU_20130123_A0218_9C_R_FR05	2013-01-24T00:06:07Z	0.256678	10.9356	12.6454	14.9246	0.82746	0.95023	3.64549	4799.02	0.323069	0.047108	0.092679	0.537144	0.198676	0.299262	0.283886	0.218175	0.353265	0.0869254	0.09358	0.46623	1.3204	1.03122	5.08324	0.683434	0.668954	4.39833	3401	1.05354	1038	1329	3121	5653	4.04974	371	651	832	0	0.748629	0.238281	0.012029	0.000884486	0.000176897	0	0
TCGA-AA-3664-01A-22_W_VU_20130123_A0218_9C_R_FR06	2013-01-24T01:44:19Z	0.275182	10.5436	12.0226	13.8744	0.924969	1.05999	4.62374	4799.04	0.308845	0.0469275	0.107641	0.536586	0.198196	0.322238	0.262003	0.217562	0.332704	0.0895414	0.0942657	0.483489	1.21264	1.14268	4.05784	0.714865	0.796842	3.87839	3296	1.13111	1105	1416.5	3061.25	5629	3.86624	400	622	760	0	0.765855	0.221176	0.011192	0.00142121	0.000355303	0	0
TCGA-AA-3664-01A-22_W_VU_20130123_A0218_9C_R_FR07	2013-01-24T03:22:31Z	0.268476	12.1753	13.5569	16.4396	0.869306	0.843627	3.48914	4798.43	0.301004	0.0767359	0.114831	0.507429	0.195515	0.336962	0.261803	0.20572	0.303674	0.0970354	0.0996544	0.499636	1.13214	1.11164	3.71979	0.673889	0.819021	3.05345	3150	1.06785	1172	1440.5	3054.75	5859	3.71418	392	573	709	0	0.731183	0.255163	0.0128008	0.000853388	0	0	0
TCGA-AA-3664-01A-22_W_VU_20130123_A0218_9C_R_FR08	2013-01-24T05:00:41Z	0.256632	13.2207	15.2179	18.8637	0.919825	0.846648	3.55797	4799.32	0.291509	0.103135	0.127853	0.477503	0.195395	0.335913	0.262047	0.206646	0.312845	0.0951091	0.0975595	0.494486	1.16206	1.10599	3.97807	0.649217	0.672891	2.99816	3116	1.00852	1247	1525	3077.25	5654	3.59427	344	529	661	0	0.762469	0.227626	0.0088433	0.000707464	0.000353732	0	0
TCGA-AA-3664-01A-22_W_VU_20130124_A0218_9C_R_FR09	2013-01-24T06:38:53Z	0.267397	12.1958	13.8442	16.5642	0.856503	0.939252	3.67114	4798.18	0.29745	0.0843419	0.107497	0.510711	0.198578	0.328419	0.262899	0.210104	0.333621	0.0965878	0.0986956	0.471095	1.17402	1.09096	3.28012	0.739943	0.895354	2.66837	3195	1.061	1250	1617	3018.5	5662	3.73154	403	635	788	0	0.770223	0.213705	0.0116567	0.00229601	0.00211939	0	0
TCGA-AA-3664-01A-22_W_VU_20130124_A0218_9C_R_FR10	2013-01-24T08:17:04Z	0.265545	12.0961	13.7869	16.5551	0.820069	1.00302	3.52397	4799.78	0.298054	0.0921102	0.108296	0.50154	0.200345	0.3267	0.266801	0.206153	0.342777	0.089988	0.0921022	0.475133	1.16996	0.969732	4.03431	0.650852	0.429635	3.11898	3136	1.00611	1336	1604.5	3059	5468	3.63819	363	582.5	712	0	0.760059	0.224031	0.0122531	0.00256035	0.00109729	0	0
TCGA-AA-3664-01A-22_W_VU_20130124_A0218_9C_R_FR11	2013-01-24T09:55:16Z	0.252747	8.96979	10.7173	13.3077	1.08823	1.2041	3.69279	4798.53	0.30708	0.0745641	0.12289	0.495466	0.206503	0.288124	0.294522	0.210851	0.388588	0.0841912	0.0854226	0.441798	1.28389	0.876124	4.61145	0.628569	0.369159	3.60188	3206	0.984108	1307	1568.5	2886	4732	3.57594	269.75	477	613	0	0.773246	0.211116	0.0126796	0.00253593	0.000422654	0	0
TCGA-AA-3664-01A-22_W_VU_20130124_A0218_9C_R_FR12	2013-01-24T11:33:28Z	0.288595	12.5112	14.2009	17.2026	0.815953	0.87803	3.60259	4798.32	0.251246	0.0745104	0.13133	0.542914	0.194337	0.344147	0.259512	0.202004	0.28955	0.0975931	0.100481	0.512376	1.27537	1.1163	3.97934	0.718538	0.784219	3.02587	3148	1.0225	1287	1723.5	3259	6050	3.84976	467	650	754	0	0.755868	0.228926	0.0128926	0.00165289	0.000661157	0	0
TCGA-AA-3664-01A-22_W_VU_20130124_A0218_9C_R_FR13	2013-01-24T13:11:39Z	0.292769	12.7993	14.3709	17.169	0.801773	1.03229	3.46521	4798.71	0.25932	0.0470399	0.110298	0.583342	0.197719	0.335522	0.26112	0.205638	0.294285	0.0963164	0.103781	0.505617	1.43239	1.20576	3.82082	0.734336	0.988343	3.48308	3190	1.03733	1298	2038	3290	6541	4.46292	504	725	878	0	0.712429	0.268155	0.0169699	0.00183458	0.000611527	0	0
TCGA-AA-3664-01A-22_W_VU_20130124_A0218_9C_R_FR14	2013-01-24T14:49:53Z	0.275694	12.6316	14.165	16.8898	0.861325	0.951537	3.54553	4799.36	0.279302	0.0444135	0.104663	0.571621	0.201392	0.324078	0.260219	0.214312	0.314385	0.0904415	0.0966111	0.498563	1.497	1.313	4.79183	0.655597	0.817633	4.0808	3184	1.02181	1328	1853	3092.25	6159	4.17657	484	722	872	0	0.698977	0.27813	0.0217568	0.000974184	0.000162364	0	0
TCGA-AA-3664-01A-22_W_VU_20130124_A0218_9C_R_FR15	2013-01-24T16:28:05Z	0.2588	11.6907	13.1254	15.621	0.826103	0.929584	4.12128	4798.39	0.285007	0.0531504	0.107271	0.554573	0.200248	0.326969	0.258277	0.214506	0.331287	0.094236	0.0991524	0.475325	1.39635	1.29919	4.67578	0.418505	0.737288	4.02818	3101	0.993911	1344	1871	3043	5881	3.9542	473	698	831	0	0.683897	0.292127	0.0227852	0.00102023	0.000170039	0	0
TCGA-AA-3666-01A-31_W_VU_20121101_A0218_5F_R_FR01	2012-11-01T20:03:19Z	0.317903	16.8211	18.7754	22.4526	0.961633	0.863623	4.64452	4799.47	0.261359	0.068947	0.069152	0.600542	0.260685	0.336183	0.247104	0.156028	0.216582	0.128169	0.143024	0.512226	0.966526	2.44895	4.89845	0.158179	2.99828	2.77187	3298	1.11878	1381	1974.5	3140.5	10931	4.77688	579	734	950	0	0.617235	0.319458	0.0540664	0.0080505	0.00118928	0	0
TCGA-AA-3666-01A-31_W_VU_20121101_A0218_5F_R_FR02	2012-11-01T21:41:33Z	0.311485	17.5165	19.7123	24.0154	0.814012	0.78118	4.4823	4799.57	0.289933	0.0608118	0.106972	0.542284	0.23786	0.332652	0.265395	0.164093	0.234251	0.123678	0.134482	0.507589	0.980226	2.2821	5.66799	0.176826	2.84928	3.67022	3332	1.11719	1309	1733	3170.25	10527	4.84694	588	761	966.5	0	0.603781	0.320414	0.0628859	0.0100693	0.00284981	0	0
TCGA-AA-3666-01A-31_W_VU_20121101_A0218_5F_R_FR03	2012-11-01T23:19:44Z	0.293964	17.1001	19.4285	23.9351	0.779986	0.785512	4.47633	4802.01	0.263071	0.0639087	0.0823109	0.59071	0.249114	0.319705	0.255303	0.175878	0.223281	0.139799	0.149596	0.487324	1.1921	2.21835	3.64499	0.303404	2.85257	2.26342	3150	1.1141	1442	2385.5	3203.75	11515	4.62252	572	750	936	0	0.638211	0.291533	0.0577508	0.0101607	0.00234477	0	0
TCGA-AA-3666-01A-31_W_VU_20121101_A0218_5F_R_FR04	2012-11-02T00:57:56Z	0.313111	16.8187	18.7381	22.5691	0.799341	0.787929	4.10671	4799.58	0.23988	0.0757021	0.0712218	0.613196	0.267974	0.336524	0.239551	0.155951	0.206939	0.131461	0.138901	0.522699	1.05462	2.29127	4.22375	0.199439	2.83049	2.3216	3254	1.10792	1345	1841	3130	10434	4.53044	574	763	940	0	0.611942	0.316753	0.0575043	0.0104466	0.00335442	0	0
TCGA-AA-3666-01A-31_W_VU_20121101_A0218_5F_R_FR05	2012-11-02T02:36:07Z	0.298931	17.4546	19.7051	24.0305	0.791317	0.810987	4.56698	4799.03	0.259005	0.0668174	0.0614431	0.612735	0.25227	0.33253	0.252278	0.162922	0.217079	0.134807	0.142928	0.505186	1.17599	2.05451	4.23946	0.275045	2.89417	2.43759	3213	1.10843	1395	2149	3205	10668	4.44346	572.75	759	938	0	0.60255	0.307837	0.0703975	0.0164979	0.00271841	0	0
TCGA-AA-3666-01A-31_W_VU_20121101_A0218_5F_R_FR06	2012-11-02T04:14:17Z	0.291989	17.4495	19.5537	23.4341	0.691439	0.731589	4.05677	4799.51	0.237162	0.0999573	0.0712331	0.591648	0.23994	0.330901	0.265833	0.163325	0.222774	0.13368	0.137774	0.505773	1.07136	2.33194	4.21401	0.251046	3.06257	1.64902	3276	1.11492	1366	2112.5	3230.5	10610	4.4574	582.25	769	953	0	0.610745	0.303299	0.0626767	0.0195099	0.00377003	0	0
TCGA-AA-3666-01A-31_W_VU_20121102_A0218_5F_R_FR07	2012-11-02T05:52:26Z	0.304985	17.2237	19.3373	23.6607	0.736069	0.74538	3.94691	4799.12	0.204661	0.116443	0.0831295	0.595766	0.254724	0.331793	0.253275	0.160207	0.208471	0.135032	0.135662	0.520835	1.2708	1.91681	3.64275	0.477604	2.49658	2.04656	3338	1.15612	1228.25	1877.5	3223.75	10653	4.51477	581	767	964	0	0.601051	0.316718	0.0598892	0.0167089	0.00563222	0	0
TCGA-AA-3666-01A-31_W_VU_20121102_A0218_5F_R_FR08	2012-11-02T07:30:36Z	0.320357	17.0997	19.2648	23.0935	0.677934	0.804732	4.57523	4799.73	0.214403	0.0982525	0.101141	0.586203	0.236328	0.337303	0.263778	0.162591	0.211676	0.131944	0.130951	0.52543	1.10361	1.92536	4.6851	0.192622	2.90841	2.44849	3375	1.10783	1170	1698	3231	10532	4.48027	579	763	959	0	0.587353	0.298139	0.0914356	0.0181352	0.00493733	0	0
